word,frequency
solskjaer,1
knew,2
comfort,1
e,1
end,1
bounc,1
0,1
celtic,1
side,1
olivi,1
time,2
two,1
lennon,1
top,2
record,1
game,3
saw,1
remain,2
enough,1
outfit,1
clear,1
five,1
score,1
winner,2
injuri,1
luxembourg,1
run,1
unit,2
also,1
second,1
group,3
last,1
grab,1
bournemouth,1
sevilla,1
ntcham,1
gunnar,1
four,1
would,2
1,2
weekend,1
loss,1
place,1
one,1
three,1
spot,1
ole,1
neil,1
win,3
point,1
lazio,2
l,1
third,2
victori,4
seal,1
send,2
seven,1
dramat,1
straight,1
2,1
roman,1
back,1
