word,frequency
woman,1
crazi,1
sun,1
sunshin,1
earli,2
yesterday,2
start,1
board,2
match,2
level,3
promis,1
earn,1
former,1
today,1
name,1
becom,1
first,1
saw,1
22,1
smile,1
india,3
complet,1
australia,3
boy,1
provid,1
optimum,1
support,1
distinct,1
thing,1
second,2
eight,2
appoint,2
age,1
prayer,1
fan,1
stadium,2
tiger,1
answer,1
director,1
jone,2
wicket,2
morn,1
wast,1
associ,2
academi,1
three,1
mel,2
rajkot,5
team,1
t20i,3
girl,1
control,1
victori,2
saurashtra,2
member,1
seri,2
die,1
state,1
bangladesh,3
cricket,8
