word,frequency
47,1
md,1
unb,1
next,1
held,1
prison,1
prepar,1
day,1
indian,2
hafsa,1
khan,1
15,1
boy,1
20,1
pradesh,1
run,1
monday,1
asian,1
last,2
rumki,1
jail,1
mahfuzur,4
10,1
meter,2
2,2
nation,2
univers,1
south,1
clinch,2
schedul,1
time,1
gold,4
sunday,1
india,1
jump,3
acharya,1
rakibul,1
bangladeshi,1
part,2
400,1
3rd,1
upcom,1
director,1
win,1
summer,1
metr,1
earn,1
record,1
august,1
game,1
five,1
event,2
umm,1
earlier,1
athlet,4
2nd,1
andhra,1
high,1
jahir,2
saiful,1
bangladesh,6
35th,1
take,1
nepal,1
medal,4
u,1
decemb,1
second,1
report,1
nagarjuna,1
new,1
dhaka,1
navi,3
meet,2
junior,2
rahman,4
rayhan,2
34,1
2019,1
islam,2
championship,1
