word,frequency
morgan,4
241,2
total,1
whirlwind,1
next,1
blast,1
england,6
level,1
santner,1
charg,1
impos,1
post,1
record,2
saw,1
game,1
remain,2
hale,1
20,1
unbeaten,1
score,1
need,1
stand,2
103,1
run,2
zealand,2
hundr,2
friday,1
break,1
englishman,1
ball,3
second,1
crush,1
182,1
165,1
pair,1
dramat,1
malan,5
fastest,1
new,2
took,1
48,1
19,1
eoin,1
player,1
dawid,1
t20,2
one,1
close,1
inning,1
91,1
three,1
roll,1
fourth,1
napier,1
highest,1
60,1
reach,1
final,1
chang,1
twenty20,1
76,1
centuri,3
seri,1
alex,1
