word,frequency
lokomotiv,1
half,2
psg,1
labour,1
dougla,1
first,1
liverpool,1
saint,1
empti,1
score,1
injuri,1
wednesday,1
break,1
parc,1
last,1
leader,1
bravo,1
club,1
someth,1
pointpremi,1
think,1
help,1
victori,1
deserv,1
made,1
2,2
man,1
edg,1
0,2
mignolet,1
time,1
16,1
walker,1
sunday,1
champion,3
logic,1
enough,1
fightback,1
join,1
goal,1
claudio,1
brugg,2
win,1
wait,1
de,1
ederson,1
end,1
atalanta,1
juventu,1
still,1
citi,3
game,1
italian,1
premier,1
clash,1
stage,1
olympiako,1
bayern,2
annoy,1
dramat,1
siro,1
ahead,1
crucial,1
1,2
leagu,3
knockout,1
hand,1
send,1
moscow,1
costa,1
replac,1
simon,1
munich,1
winner,1
mauro,1
past,1
second,1
pari,1
icardi,1
germain,1
princ,1
said,1
san,1
goalkeep,3
precaut,1
