word,frequency
mushfiqur,1
chanc,2
match,1
0,1
time,1
record,1
first,4
game,2
india,4
remain,1
unbeaten,1
ride,1
second,1
maiden,1
rahim,1
creat,1
hit,1
stadium,1
lead,1
batsman,1
wicket,1
1,1
3,1
t20,1
associ,1
three,1
delhi,1
beat,2
rajkot,1
margin,1
effort,1
60,1
econom,1
toss,1
win,2
novemb,1
t20i,2
thursday,1
bowl,1
big,1
help,1
bat,2
sent,1
saurashtra,1
seven,1
materialis,1
seri,2
bangladesh,5
cricket,1
