word,frequency
face,1
mahmudullah,2
mushfiqur,1
mustafizur,1
amin,1
afif,1
c,1
hossain,3
unchang,1
match,2
look,1
side,1
wk,1
da,1
first,1
squadliton,1
india,3
remain,1
mosaddek,1
naim,1
soumya,1
sarkar,1
upbeat,1
aminul,1
shafiul,1
sunni,1
abu,1
mithun,1
roni,1
taijul,1
second,3
maiden,1
rahim,1
host,1
intern,1
stadium,1
tiger,1
al,1
would,1
t20,1
skipper,1
associ,1
arafat,1
rajkot,1
forward,1
toss,2
hider,1
twenty20,1
t20i,1
rahman,1
bat,1
said,1
seal,1
saurashtra,1
mohammad,2
seri,1
islam,3
ask,1
bangladesh,3
cricket,1
