word,frequency
told,1
mahmudullah,2
take,1
prais,1
two,1
turn,1
first,1
game,1
tough,1
aminul,4
el,1
surviv,1
20,1
bag,1
perform,1
storm,1
spinner,1
captain,1
run,1
bowler,1
strong,1
self,1
old,1
long,1
import,1
everyon,1
wicket,1
well,1
ago,1
play,1
team,2
heart,1
except,1
riyad,1
t20i,1
period,1
leg,1
said,1
go,1
rohit,1
emerg,1
opposit,1
confid,1
year,1
islam,1
show,1
courag,1
bangladesh,2
much,1
