word,frequency
fli,1
depart,1
mahmudullah,1
gave,1
start,1
contribut,1
board,1
solid,1
0,1
built,1
foundat,1
match,1
love,1
want,1
da,3
partnership,1
30,1
first,1
24,1
india,2
naim,3
36,1
seri,2
score,1
put,1
need,1
earlier,1
trail,1
run,3
second,1
ball,2
liton,3
tempo,1
host,1
intern,1
sort,1
stadium,1
tiger,1
front,1
would,1
batsman,1
1,1
ad,1
21,1
associ,1
three,1
rajkot,1
29,2
60,1
kipper,1
bowl,2
toss,2
know,1
twenty20,1
sheikh,1
bat,1
said,1
saurashtra,1
mohammad,2
respect,1
ask,1
bangladesh,3
cricket,1
