word,frequency
test,3
47,1
dream,1
relish,1
chanc,2
take,2
shakib,1
side,2
countri,1
virat,1
averag,1
name,1
good,2
haqu,1
hander,1
game,1
india,1
even,1
insist,1
36,1
among,1
score,1
late,1
captain,4
wednesday,1
run,1
hasan,1
thought,1
affect,1
never,1
al,1
left,1
captainci,1
batsman,1
would,1
mominul,2
41,1
carri,1
stun,1
respons,1
play,2
kohli,1
highest,1
think,1
forward,1
team,1
extra,1
keep,1
said,3
613,1
pressur,1
say,1
cricket,1
2,1
ban,1
bangladesh,2
place,1
