word,frequency
morgan,1
collaps,1
nelson,1
take,2
sam,1
england,4
grandhomm,1
7,1
look,1
curran,2
debut,1
set,1
recov,1
5,1
remain,1
parkinson,1
deep,1
14th,1
14,2
matt,1
captain,1
run,1
zealand,2
18,1
ball,3
dismiss,1
31,1
gregori,1
never,1
mid,1
lewi,1
new,2
181,1
took,1
lead,2
toward,1
colin,1
eoin,1
139,1
wicket,1
1,2
tom,1
18th,1
180,1
de,1
caught,1
29,1
made,1
final,1
twenty20,1
lost,1
defeat,1
10,1
locki,1
third,1
victori,1
chase,1
cruis,1
ferguson,1
seri,2
55,1
seemingli,1
2,3
