word,frequency
mahmudullah,1
mushfiqur,1
target,1
yesterday,2
open,1
4,1
creas,1
match,3
level,1
look,1
85,1
100th,1
result,1
two,1
30,1
24,1
india,4
smash,1
shikhar,1
15,1
make,1
five,1
seri,3
over,2
put,1
wicketkeep,1
captain,1
rahul,1
run,2
kl,1
bangladeshi,1
partner,1
spare,1
eight,2
ball,1
last,1
host,2
shot,1
2nd,1
intern,2
includ,1
stadium,1
118,1
photoskipp,1
power,1
sharma,3
wicket,2
1,2
t20,1
shreya,1
skipper,1
41,1
three,2
play,1
associ,1
rajkot,2
afp,1
riyad,1
win,1
26,1
twenty20,1
154,1
lost,1
l,1
rohit,2
saurashtra,1
cricket,2
iyer,1
achiev,1
dhawan,1
bangladesh,3
rahim,1
