word,frequency
nation,1
face,1
depart,1
target,1
open,1
ea,1
bounc,1
match,1
look,1
indian,1
modest,1
sunday,1
shortest,1
first,1
india,3
perform,1
spinner,1
second,1
capit,1
come,1
crush,1
last,1
suffer,1
stadium,1
tuesday,1
young,1
149,1
wicket,1
associ,1
three,2
knockout,1
beat,1
back,1
team,1
improv,1
know,1
t20i,1
thursday,1
defeat,1
format,2
bilater,1
said,1
leg,1
victori,1
chase,1
saurashtra,1
seven,1
seri,2
bangladesh,2
cricket,1
