word,frequency
requir,1
mushfiqur,1
mahmudullah,1
surpris,1
talent,1
board,1
area,1
shakib,1
skill,1
look,1
want,1
began,1
mani,1
bcb,2
replac,1
senior,1
tamim,1
way,2
even,1
india,1
perform,1
disciplin,1
bangladeshi,1
like,1
sinc,1
hasan,1
youngster,2
rahim,1
phototh,1
howev,1
never,1
long,1
intern,3
far,1
almost,1
concern,1
new,1
though,1
al,1
demonstr,1
satisfactori,1
player,1
carri,1
play,1
riyad,1
iqbal,1
plea,1
know,1
came,1
go,1
seri,1
show,1
search,1
bangladesh,2
cricket,4
