word,frequency
nation,1
reason,1
woman,3
could,1
south,1
floor,2
yesterday,1
nahid,1
day,1
author,1
first,2
game,2
camp,2
taekwondo,1
niaz,1
broken,1
seriou,1
nsc,1
gener,1
suspect,1
confirm,1
friday,1
old,1
asian,1
adjac,1
gut,1
fire,3
injur,1
short,1
host,1
anoth,1
upcom,1
yet,1
sport,1
player,1
none,1
news,1
ascertain,1
star,1
council,1
fortun,1
happen,2
offic,1
one,1
leav,1
daili,1
damag,1
someth,1
section,1
kabaddi,1
team,3
room,2
extent,1
weightlift,1
circuit,1
niazul,1
said,1
men,2
sportsperson,1
build,2
sa,1
