word,frequency
despit,1
yesterday,2
half,2
match,1
two,2
first,2
make,1
conced,1
kick,1
catapult,1
includ,1
peter,1
reviv,1
spot,2
singl,1
throw,1
final,1
home,1
made,1
get,1
back,1
occupi,1
could,1
draw,1
chanc,1
manama,1
open,1
equalis,1
english,1
time,1
substitut,1
stand,1
thing,1
khalifa,1
group,2
howev,1
anoth,1
long,1
joint,1
sport,1
19,1
slim,1
minut,1
goal,1
mia,1
forward,1
andrew,1
team,2
win,1
big,1
74th,1
bahrain,1
end,1
arguabl,1
charg,1
top,1
citi,1
game,2
rahad,1
jordan,2
hope,1
afc,1
weakest,1
fought,1
stadium,1
lead,1
1,2
play,1
attack,1
point,1
youngster,1
bangladesh,3
posit,2
best,1
start,1
stoppag,1
qualifi,3
great,1
u,1
turner,1
fail,1
head,1
second,4
kazi,1
round,1
bhutan,1
yeasin,1
would,1
skipper,1
three,2
coach,1
arafat,1
championship,1
chang,1
third,1
goalkeep,1
see,1
