word,frequency
shai,1
lucknow,2
target,1
usual,1
half,1
indi,2
take,1
lbw,1
match,1
0,1
day,1
trap,1
two,2
smog,1
afghanistan,2
west,2
way,1
first,1
46,1
163,1
over,1
roston,1
show,1
stand,1
wednesday,1
run,1
also,1
dismiss,1
guy,1
hope,4
lewi,1
intern,1
195,1
anchor,1
hit,1
took,1
though,1
lead,1
remov,1
player,1
power,1
wicket,3
struck,1
3,1
1,1
one,1
three,2
newli,1
reach,1
shimron,1
194,1
win,1
key,1
help,1
hetmyer,1
third,1
centuri,1
chase,6
adopt,1
seven,2
spin,1
seri,1
home,1
evin,1
put,1
cricket,1
