word,frequency
solskjaer,1
knew,1
comfort,1
e,1
end,1
bounc,1
0,2
celtic,1
qualif,1
olivi,1
time,1
two,1
lennon,1
top,1
game,4
saw,2
remain,2
enough,1
outfit,1
clear,1
within,1
score,1
winner,1
injuri,1
run,1
unit,2
second,1
group,3
last,1
grab,1
bournemouth,1
ntcham,1
gunnar,1
four,1
would,1
1,3
weekend,1
loss,1
place,1
cfr,1
three,1
romania,1
move,1
ole,1
beat,1
neil,1
win,2
point,2
lazio,2
l,1
third,2
victori,3
renn,1
send,1
seven,1
cluj,1
dramat,1
straight,1
2,1
roman,1
back,1
