word,frequency
knew,1
could,1
lack,1
morgan,1
collaps,1
nelson,1
got,1
take,1
england,3
solid,1
foundat,1
two,1
top,1
saw,1
game,1
five,1
jame,1
vinc,1
seri,1
away,1
14,1
captain,2
squad,1
run,2
zealand,3
also,1
allow,1
49,1
malan,1
intern,1
new,3
tuesday,1
touch,1
ahead,1
would,1
snatch,1
wicket,2
1,1
dawid,1
laid,1
inning,1
play,1
one,1
southe,1
keep,1
twenty20,1
point,1
fall,1
10,1
said,2
experi,1
victori,1
tim,1
dramat,1
55,1
2,1
put,1
