word,frequency
smoke,1
espn,1
sun,1
match,2
schedul,1
version,1
practic,1
groundsman,1
air,1
time,3
set,1
lot,1
top,1
post,1
shortest,1
first,2
game,2
india,3
cricinfo,1
winter,2
soumya,1
sarkar,1
especi,1
northern,1
poor,1
spoken,1
come,1
hindustan,1
report,1
dust,1
part,1
north,1
order,1
batsman,1
player,1
quot,1
t20,1
fine,1
one,1
three,1
appear,1
delhi,1
beat,1
well,1
littl,1
fact,1
diwali,1
battl,1
hard,1
said,1
say,1
futur,1
qualiti,1
seri,1
difficult,1
vomit,1
bangladesh,2
