word,frequency
nation,1
woman,3
boa,1
told,1
spoke,1
line,1
volleybal,6
yesterday,2
confer,1
take,1
nepal,1
tier,1
central,3
feder,2
press,1
match,1
secretari,2
yazdanapanah,1
kycych,2
two,2
steer,1
senior,1
moham,1
afghanistan,1
occas,1
countri,2
yunu,1
first,1
complet,1
chairman,1
five,1
technic,1
14,2
gener,2
bangamata,1
foreign,1
9,1
sarbaglyshec,2
fivb,1
also,1
asian,3
popular,1
committe,1
organ,1
divid,1
appreci,1
host,1
intern,2
dhaka,2
masoud,1
though,1
director,1
arriv,1
play,1
littl,1
miku,1
zone,3
move,1
team,2
world,1
novemb,1
tournament,3
meanwhil,1
rahman,1
ashiqur,1
girl,1
bvf,2
cz,1
experi,1
inform,1
auditorium,1
2019,1
championship,1
bangladesh,3
place,1
