word,frequency
man,1
job,1
draw,1
earli,1
hirv,1
gave,2
chelsea,1
equalis,1
done,1
4,3
roar,1
barcelona,2
held,1
klopp,1
result,1
diego,1
nine,1
holder,1
two,1
leipzig,1
0,1
top,1
narrow,1
liverpool,1
champion,3
game,2
g,1
saint,1
score,3
shock,1
fail,1
plan,1
erl,1
old,1
group,2
season,1
lozano,1
petersburg,1
classic,1
rb,1
claim,1
braut,1
ajax,1
tuesday,1
lead,1
19,1
goal,2
stutter,1
jorginho,1
follow,1
marcel,1
1,1
german,1
leagu,3
weekend,1
sabitz,1
admit,1
zenit,1
seventh,1
penalti,2
win,2
haaland,2
demm,1
defeat,1
came,1
salzburg,1
victori,1
seven,1
year,2
home,1
2,1
levant,1
back,1
