word,frequency
forhad,4
siddiqu,1
object,1
manag,1
dhabi,1
ali,1
ceo,1
yasir,1
ingram,1
board,2
act,1
alongsid,1
fletcher,1
grant,1
former,1
chattogram,1
junaid,1
nafe,1
haqu,1
enamul,1
abu,2
bengal,3
sunni,1
apart,1
mainli,1
six,1
earlier,1
head,1
rounder,1
aftab,1
bangladeshi,1
like,1
andr,1
hasan,1
ahm,1
howev,1
bangladesh,2
t10,1
owner,1
base,1
upcom,1
certif,1
pick,1
tiger,3
colin,1
nizamuddin,1
other,1
leagu,1
play,1
coach,1
arafat,1
team,1
thisara,1
perera,1
hider,1
iqbal,1
profession,1
chowdhuri,1
inform,1
rope,1
respect,1
mahedi,1
reza,1
cricket,5
