word,frequency
pink,2
test,5
posit,1
child,1
chanc,1
match,4
day,7
two,2
former,1
soar,1
histori,1
indian,1
first,5
india,3
bengal,1
ever,2
chariti,1
cancer,1
around,1
captain,1
wednesday,1
plan,1
also,2
invit,1
break,1
ball,1
sold,1
supper,1
minut,1
night,2
favourit,1
ad,1
euphoria,1
ticket,2
share,1
moment,1
three,1
associ,1
play,1
team,1
40,1
ting,1
hiv,1
releas,1
said,1
cab,2
third,1
garden,1
till,1
onlin,1
eden,1
statement,1
patient,1
ask,1
bangladesh,1
cricket,1
