word,frequency
nation,2
mark,1
told,1
e,1
unb,1
start,1
minist,1
open,1
board,1
6,2
held,1
bcb,2
name,1
bangla,1
mujibur,1
citi,1
premier,1
17,1
birth,1
decemb,4
sher,1
prime,1
wednesday,1
run,1
formal,1
season,1
reschedul,1
report,1
decid,1
7th,1
hassan,1
nazmul,2
upcom,1
stadium,1
instead,2
draft,1
11,2
player,1
ceremoni,1
t20,1
leagu,1
bpl,5
present,1
hasina,1
bangabandhu,2
novemb,1
centenari,1
rahman,1
sheikh,2
said,2
presid,1
hotel,1
year,1
medium,1
father,1
edit,1
bangladesh,2
cricket,3
