word,frequency
sydney,1
test,1
steve,1
posit,1
azam,1
start,1
open,1
smith,1
triumph,1
rain,1
month,1
ruthless,1
0,1
pakistan,1
take,1
next,1
perth,1
time,1
turn,1
chief,1
two,1
lot,1
australia,2
finch,2
captain,1
80,1
learnt,1
friday,1
also,1
aaron,1
brilliant,1
babar,1
come,2
pair,1
fashion,1
rout,1
warner,1
import,1
visitor,1
wicket,2
david,1
skipper,1
back,1
team,1
worri,1
improv,1
emphat,1
canberra,1
twenty20,1
train,1
cricket,1
10,1
save,1
said,2
hard,1
track,1
seven,1
ran,1
brisban,1
seri,3
home,1
riot,1
2,1
thank,1
wrap,1
