word,frequency
hous,1
follow,1
total,3
attorney,1
took,1
goodwil,1
donald,1
deni,1
claim,1
encount,1
interview,1
call,2
longtim,1
cost,1
unwant,1
sever,1
fals,1
sometim,1
sexual,1
victori,1
book,1
mani,1
white,1
get,1
fought,1
charl,1
consensu,1
seri,1
public,1
rule,1
reader,1
statement,3
columnist,1
offic,1
woman,3
lawsuit,2
interact,1
said,1
presid,2
harder,1
ell,1
carrol,1
stormi,1
say,2
magazin,1
daniel,1
respons,1
defamatori,1
trump,6
defeat,1
lie,1
