word,frequency
condemn,1
plan,1
hong,4
attack,2
countri,1
engulf,1
seen,1
follow,1
pro,2
mainland,1
man,1
1997,1
bitten,1
echo,1
kong,4
multipl,1
often,1
latest,1
polit,1
special,1
democraci,2
british,1
tat,1
control,1
beij,3
deliv,1
parti,1
speech,1
forc,1
china,1
liberti,1
run,1
one,1
handov,1
model,1
shown,1
break,1
includ,1
support,1
use,1
two,1
four,1
day,1
protest,3
wednesday,1
recent,1
violenc,1
knife,2
wound,1
sinc,1
meet,2
sunday,1
firebrand,1
tighten,1
ear,1
politician,2
willing,1
languag,1
demonstr,1
polic,1
system,1
seeth,1
citi,2
photo,1
signal,1
incendiari,1
afpa,1
leader,1
local,1
part,1
tit,1
demand,1
allow,1
