word,frequency
refriger,1
suprem,1
age,1
300,2
northwestern,1
see,1
vietnames,2
least,2
yesterday,2
iran,2
jail,1
uk,1
15,1
39,2
lula,1
die,1
british,1
crimin,1
overturn,1
thursday,1
strong,1
could,1
peopl,2
truck,1
magnitud,1
8,1
earthquak,1
convict,1
struck,1
brazil,1
quak,1
six,1
freed,1
lose,1
appeal,1
go,1
court,2
rule,1
kill,2
verdict,1
injur,2
requir,1
name,2
5,1
first,1
polic,2
andbrazil,1
victim,1
month,1
6,1
youngest,1
vote,1
last,1
