word,frequency
rouhani,1
suspend,1
nuclear,4
iran,4
tuesday,1
seek,1
would,3
deal,1
action,1
spokesperson,1
expand,1
work,1
reason,1
intern,1
accord,2
presid,2
tangibl,1
behavior,1
credibl,1
watchdog,1
trump,1
destabil,1
elsewher,1
reduc,1
regim,2
prolifer,1
benefit,1
key,1
let,1
resum,2
plant,2
energi,1
uranium,2
role,1
sensit,1
program,1
aim,1
atom,1
2015,2
said,4
near,1
holi,1
deepen,1
impos,2
fordow,2
vow,1
hassan,1
agenc,1
extort,2
inspect,1
await,1
enrich,3
donald,1
sweep,1
step,1
latest,1
polit,1
un,1
attempt,1
shiit,1
unit,3
sanction,1
abandon,1
qom,1
citi,1
five,1
continu,1
tehran,1
state,5
pressur,2
clear,1
depart,2
region,1
econom,1
facil,1
includ,1
power,1
isol,1
cleric,1
withdrew,1
verif,1
accus,1
maximum,1
