word,frequency
emiss,1
putdown,1
reduc,1
predominantli,1
zealand,2
app,1
25,1
back,1
interject,1
climat,1
new,2
mp,2
gap,1
speech,1
parti,1
catchphras,1
like,1
hit,1
ga,1
highlight,1
year,1
clip,1
associ,1
ok,2
touch,1
peopl,1
old,1
user,1
tiktok,1
week,1
babi,1
support,1
use,2
gone,1
boomer,3
recent,1
chang,1
older,1
young,1
viral,1
mind,1
gener,3
gain,1
swarbrick,1
bill,1
politician,1
quickfir,1
base,1
greenhous,1
chloe,1
meme,1
condescend,1
green,1
close,1
attitud,1
heckler,1
traction,1
month,1
dismiss,2
speak,1
