word,frequency
electron,3
well,1
classroom,1
lead,1
10,1
time,1
school,2
total,1
cours,1
durat,2
also,1
tablet,1
physic,2
reduct,1
grader,1
activ,2
bid,1
youngster,1
teach,1
screen,1
length,1
devic,3
call,1
sleep,1
kid,1
co,1
parent,1
control,1
thursday,1
beij,1
30,1
elementari,1
child,1
releas,1
educ,1
minimum,1
commiss,2
bureau,1
teacher,1
author,1
stage,1
ask,1
mobil,1
ration,1
depart,1
student,2
includ,1
prevent,1
use,2
encourag,1
workload,1
particip,1
municip,3
sport,1
regul,3
percent,1
digit,1
accord,1
exercis,1
requir,1
limit,1
second,1
first,1
colleg,1
phone,1
issu,1
said,1
addit,1
outdoor,1
govern,1
among,1
guid,1
bring,1
health,1
myopia,1
allow,1
