word,frequency
profound,1
tehran,3
alway,1
macron,1
roll,1
relent,1
enrich,4
iran,5
tuesday,1
heiko,1
would,2
back,1
call,1
french,1
resumpt,1
decis,2
action,1
german,1
resum,2
plant,2
energi,1
uranium,4
maa,1
posit,1
must,2
fulli,1
order,1
urgent,1
unaccept,1
chang,1
grave,1
begin,1
emmanuel,1
minist,1
made,1
atom,1
ea,1
tension,1
underground,1
previou,1
said,3
implement,1
presid,1
commit,1
announc,1
fordow,1
south,1
foreign,1
midnight,1
agenc,1
