word,frequency
mile,2
five,3
2005,1
half,1
time,1
follow,1
300,2
east,1
western,1
north,1
describ,1
reduc,1
iran,3
7,1
state,1
least,1
signific,1
dead,1
centr,1
hour,1
million,1
iranian,1
75,1
9,1
seismolog,1
experienc,1
000,3
villag,1
azerbaijan,1
friday,1
year,1
peopl,3
moder,1
aftershock,1
magnitud,2
120,2
one,1
earthquak,1
southeast,1
struck,1
earli,2
quak,4
dozen,1
1990,1
anoth,1
nearli,1
two,1
homeless,1
shallow,1
4,1
town,1
recent,1
rubbl,1
kill,3
injur,2
accord,1
provinc,1
5,1
eight,1
40,1
said,1
2,1
2012,1
citi,1
televis,1
left,2
600,1
morn,1
tabriz,1
northern,1
deep,1
report,1
night,1
kilometr,2
