word,frequency
businessman,1
far,1
sander,1
bloomberg,1
enough,1
2020,1
u,1
biden,1
advis,1
alabama,1
three,1
elect,1
massachusett,1
donald,1
race,1
billionair,1
current,1
vermont,1
frontrunn,1
former,1
challeng,1
new,1
mr,1
parti,2
ex,1
michael,1
concern,1
joe,1
year,1
elizabeth,1
77,1
presidenti,2
democrat,2
old,1
paperwork,1
primari,2
beat,1
vice,1
week,1
york,1
field,1
contest,1
candid,1
enter,1
warren,1
mayor,1
said,1
presid,1
good,1
consid,1
citi,1
say,1
file,1
berni,1
nomin,1
republican,1
trump,2
expect,1
senat,2
strongli,1
