word,frequency
republ,1
2014,1
half,1
time,1
48,1
januari,1
independ,2
tie,1
scot,1
current,1
latest,1
31,1
citizen,1
believ,1
grow,1
poll,1
wale,2
45,1
referendum,1
leav,2
scotland,3
union,1
unit,3
england,2
ireland,4
mori,1
exist,1
decad,1
form,1
head,1
found,1
brexit,1
unifi,1
percent,1
2016,1
bond,1
55,1
ipso,1
kingdom,3
stay,1
strain,1
might,1
52,1
deadlin,1
reject,1
northern,3
european,1
toward,1
vote,4
demand,1
