word,frequency
suprem,1
deep,1
involv,1
jail,1
would,1
leftist,1
pave,1
lula,2
crimin,1
polit,1
overturn,1
thursday,1
decis,1
releas,1
icon,1
could,2
year,1
peopl,1
convict,3
thousand,1
caught,1
free,1
brazil,1
includ,1
appeal,2
freed,1
lose,1
dozen,1
right,1
go,1
court,1
case,1
da,1
silva,1
take,1
corrupt,1
rule,1
inacio,1
prison,1
requir,1
process,1
critic,1
first,1
sprawl,1
remain,1
luiz,1
among,1
probe,1
leader,1
exhaust,1
say,1
pocket,1
way,1
vote,1
mean,1
