word,frequency
agre,1
hundr,1
expens,1
also,1
usd,1
ad,1
fundrais,1
caus,1
settlement,1
donald,1
foundat,2
legal,1
decemb,1
polit,2
former,1
restitut,1
million,3
ahead,1
penni,1
new,1
thursday,1
campaign,1
shut,1
jame,1
prosecutor,1
run,1
rais,1
person,1
purpos,1
donat,1
earli,1
sought,1
york,1
use,1
penalti,1
organ,1
order,1
woe,1
event,1
case,1
move,1
went,1
judg,1
deliber,1
interest,1
charit,1
bill,1
busi,1
pay,1
actual,1
2016,1
statement,1
almost,1
chariti,3
suit,1
said,3
presid,2
2,1
great,1
regardless,1
mischaracter,1
accus,1
everi,1
resolut,1
simpli,1
dollar,1
usd19,1
trump,6
damag,1
