word,frequency
qualifi,1
sanctuari,1
rip,1
feder,1
countri,4
asylum,4
u,3
told,2
reuter,2
plaintiff,1
border,1
state,4
donald,1
would,1
statu,1
back,1
away,1
turn,2
challeng,1
lawyer,3
review,1
appli,2
agreement,3
argu,1
safe,3
cross,1
seeker,3
adequ,1
either,1
canadian,1
third,1
right,1
court,1
unsaf,1
unit,4
travel,1
fail,1
immigr,1
rhetor,1
first,2
arriv,1
direct,1
said,1
monday,2
compel,1
presid,1
refuge,3
report,1
stay,1
might,1
say,1
canada,3
unnam,1
formal,1
polici,1
trump,2
group,1
ought,1
