word,frequency
suprem,1
crucial,1
around,1
senior,1
vehicl,1
hand,1
told,1
claim,1
novemb,1
17,1
ahead,1
forc,1
destroy,1
deploy,2
personnel,1
000,2
ayodhya,2
site,2
india,2
disput,1
peopl,1
drone,1
sanitis,1
medium,1
secur,2
mosqu,1
differ,1
16,1
thousand,2
compet,1
brought,1
social,1
gogoi,1
hindu,1
religi,2
agenc,1
bodi,1
court,2
wednesday,1
inflammatori,1
violenc,1
expect,1
tension,1
digit,1
rope,1
volunt,1
verdict,1
zealot,1
spark,1
kill,1
rule,1
ownership,1
justic,1
chief,1
polic,1
addit,3
2,1
ranjan,1
top,1
camera,2
tiwari,1
cctv,1
superintend,1
afp,1
boil,1
retir,1
ashish,1
post,1
1992,1
