word,frequency
senior,1
holiest,1
vehicl,1
told,2
magistr,1
state,1
birthplac,1
personnel,1
deploy,1
believ,1
ayodhya,5
year,1
drone,1
site,1
india,1
god,1
one,1
mosqu,1
babri,1
secur,2
differ,1
thousand,1
brought,1
kumar,1
hindu,3
muslim,1
bodi,1
religi,1
bitterli,1
visit,2
throughout,1
district,1
16th,1
wednesday,1
sensit,1
jha,1
decad,1
around,1
centuri,1
ram,1
divid,1
anuj,1
uttar,1
polic,1
addit,2
consid,1
citi,1
camera,2
tiwari,1
pilgrim,2
cctv,1
stay,1
superintend,1
afp,2
pradesh,1
ashish,1
northern,1
alert,1
agenc,1
