word,frequency
civilian,2
fighter,1
rebel,1
human,1
gave,1
congoles,1
otherwis,1
ntaganda,3
former,2
bosco,1
crimin,1
ahead,1
congo,1
guilti,1
sever,1
30,1
key,1
dr,1
pierr,1
year,2
disembowel,1
jean,1
loyal,1
bemba,1
initi,1
clear,1
war,2
vice,1
person,1
carri,1
icc,2
appeal,1
bodi,1
sentenc,1
fifth,1
intern,1
court,1
order,1
massacr,1
mutil,1
judg,3
juli,1
rule,1
kill,1
found,2
courtroom,1
last,1
verdicta,1
target,1
said,2
presid,1
fremr,2
gruesom,1
leader,2
crime,3
look,1
