word,frequency
five,1
eu,1
product,3
lead,1
follow,1
tehran,1
ad,1
tenfold,1
nuclear,2
salehi,1
told,1
enrich,4
iran,3
7,1
state,2
step,1
ir,1
back,1
latest,1
remark,1
deal,3
per,1
increas,2
reach,1
1,1
depend,1
stockpil,1
centrifug,2
model,1
fire,1
uranium,4
facil,1
sharp,1
support,1
fulfil,1
union,1
kilogramm,1
use,1
day,1
unit,1
seri,1
boost,1
warn,1
machin,1
approv,1
natanz,1
central,1
2015,1
monday,1
abandon,1
septemb,1
remov,1
commit,2
televis,1
announc,2
advanc,2
deadlin,1
broadcast,1
european,1
report,1
sole,1
