word,frequency
mock,1
suprem,1
tv,1
ralli,2
tehran,2
embassi,1
echo,1
u,2
time,2
also,1
nuclear,1
american,1
iran,3
escal,1
donald,1
crisi,1
state,3
washington,1
former,1
remark,1
deal,1
reimpos,1
effigi,1
world,1
year,1
may,1
thousand,1
region,1
outsid,1
best,1
punish,1
power,1
slogan,1
mark,1
unit,2
40th,2
recent,1
sanction,1
anti,1
come,1
tension,1
withdrew,1
hostag,1
last,1
anniversari,2
ruse,1
2015,1
said,1
monday,1
slam,1
idea,1
presid,1
interact,1
ayatollah,1
khamenei,1
leader,1
say,1
landmark,1
trump,2
report,1
ali,1
