word,frequency
200,1
senior,1
repeat,1
home,2
ministri,1
state,1
toler,1
belong,1
million,1
deliv,1
display,1
new,1
navaid,1
per,1
cent,1
organis,1
ayodhya,1
maintain,1
india,2
mushawarat,1
majli,1
minor,1
secur,1
thousand,1
islam,1
publicli,1
singh,1
hindu,2
prevent,1
muslim,5
religi,1
peac,1
court,3
delhi,1
riot,1
violenc,1
hamid,2
verdict,3
popul,1
offic,1
5,1
e,1
larg,1
uttar,1
said,4
presid,1
forum,1
commit,1
top,1
harmoni,1
commun,1
everi,1
scale,1
offici,1
den,1
reaction,1
leader,1
pradesh,1
vow,1
land,1
skirmish,1
1992,1
