word,frequency
other,1
presum,1
also,1
man,1
biden,3
u,1
told,3
describ,1
giuliani,1
tuesday,1
donald,1
wit,1
point,1
testimoni,1
propos,1
mulvaney,1
militari,1
suspens,1
kept,1
investig,1
releas,1
zelenski,2
joe,1
alli,1
ukrain,3
push,1
may,1
democrat,2
make,1
freez,1
talk,2
dirt,1
regard,1
sondland,1
link,1
becom,1
aid,3
conting,1
find,1
kiev,1
rival,1
anti,1
corrupt,1
juli,1
meet,1
statement,1
command,1
2016,1
mid,1
said,2
presid,1
govern,1
top,1
admit,1
offici,1
show,1
probe,1
done,1
say,1
respons,1
trump,5
rudi,2
