word,frequency
set,1
lead,1
parliament,1
declar,1
ministri,1
brother,1
appear,1
yesterday,2
rank,1
elect,1
defenc,1
former,1
wickremesingh,2
new,1
major,1
remark,1
extens,1
parti,1
cabinet,1
ranil,1
rajapaks,1
presidenti,1
fate,1
run,1
lanka,1
week,1
premadasa,1
affair,1
dump,1
appoint,2
prime,3
lose,1
two,1
hierarchi,1
secretari,1
power,1
next,1
decid,1
70,1
recent,1
day,2
given,1
minist,3
candid,1
within,1
command,1
amend,1
offic,1
revolt,1
address,1
seal,1
2015,1
said,1
constitut,1
presid,1
govern,1
televis,1
job,1
unp,1
52,1
face,1
leader,1
nomin,1
sri,1
2005,1
look,1
