word,frequency
tanker,1
nearbi,1
product,1
produc,1
nassiriya,1
enough,1
also,1
caus,1
iraq,1
told,1
reuter,1
need,1
refineri,4
basra,1
15,1
qar,1
ga,1
30,1
shortag,1
per,1
000,3
dhi,1
warehous,1
store,1
station,1
secur,1
barrel,1
transport,2
block,3
across,1
capac,1
rest,1
day,1
protest,3
wednesday,1
recent,1
anti,1
meet,1
20,1
bpd,2
within,1
provinc,2
enter,1
fuel,3
southern,1
said,3
entranc,1
govern,1
sourc,4
expel,1
employe,1
maximum,1
oil,4
rich,1
