word,frequency
eldest,1
also,1
follow,1
three,1
financ,1
donald,2
washington,1
foundat,3
polit,2
duti,1
new,1
open,1
child,1
mr,2
eric,1
director,2
investig,1
1,1
campaign,1
engag,1
jame,2
train,1
one,1
m,2
person,1
york,1
undergo,1
case,1
order,1
2m,1
mandatori,1
judg,2
head,1
misus,2
rule,1
ivanka,1
fund,2
cannot,1
pay,1
requir,1
2016,2
jr,1
offic,1
chariti,3
said,2
presid,1
6m,1
admit,1
trump,9
post,1
