word,frequency
forens,1
explod,1
civilian,1
similar,1
took,1
least,1
tuesday,3
seek,1
oper,1
current,1
15,1
host,1
though,1
civil,1
major,2
open,1
autonomi,1
sever,1
emerg,1
incid,1
investig,1
held,1
peopl,4
one,1
secur,1
railroad,1
specul,1
wrack,1
twelv,1
notori,1
grip,1
malay,1
rifl,1
struck,1
tortur,1
ever,1
coordin,1
right,1
violenc,2
sinc,1
come,1
injur,2
provinc,1
distinct,2
fuell,1
southern,2
cultur,2
characteris,1
target,1
intens,1
start,1
afp,1
yala,1
largest,3
grind,1
small,1
summit,1
hundr,1
abus,1
outpost,1
rebel,4
man,2
taken,1
checkpoint,3
u,1
bomb,2
7,1
remind,1
centr,2
call,1
militari,2
pathan,2
bangkok,1
suspect,2
spokesman,2
year,3
16,1
carri,1
week,1
pompeo,1
muslim,4
law,1
two,2
get,1
go,1
protest,1
symbol,1
mark,1
wednesday,1
recent,1
armi,2
day,1
retaliatori,1
rule,1
kill,4
insurg,2
said,6
month,1
south,4
deep,1
malaysia,1
commun,1
toll,1
surround,1
ad,1
diplomat,1
told,1
milit,1
defenc,1
claim,1
often,1
devic,1
fewer,1
tat,1
buddhist,2
detent,3
hit,1
pramot,2
000,1
attend,1
stage,1
fire,1
talk,1
secretari,1
four,3
usual,1
thailand,3
long,1
centuri,1
colonis,1
fight,1
bloodi,1
effort,1
close,1
scene,1
citi,1
routin,2
top,1
group,3
report,1
last,1
tit,1
hospit,1
well,1
prom,1
attack,5
time,1
unpunish,1
border,1
state,4
die,2
forc,1
still,1
ago,1
coma,1
thai,3
interrog,2
caught,1
region,1
link,1
includ,1
anoth,1
use,1
esormusor,1
mike,1
late,2
stop,1
conflict,1
area,2
volunt,1
found,1
fifteen,1
later,1
death,2
document,1
expert,1
shotgun,1
abdulloh,2
left,1
accus,1
morn,1
crossfir,1
respons,1
guardian,1
night,1
villag,1
