word,frequency
fear,1
temporarili,1
countri,1
nuclear,1
east,1
iran,2
oper,2
gulf,3
australia,1
weaken,1
middl,1
knock,1
string,1
measur,1
saudi,1
accord,1
troubl,1
target,1
naval,3
european,1
sentinel,1
product,1
blame,1
undermin,1
u,2
protect,2
key,1
onshor,1
year,1
bahrain,1
water,2
led,1
declin,1
two,1
aim,1
strike,1
2015,1
launch,1
said,1
septemb,1
warship,1
jim,1
14,1
agre,1
main,1
defens,1
half,1
caus,1
western,1
washington,2
thursday,1
ship,2
effort,1
govern,1
malloy,1
offici,1
admir,1
oil,2
landmark,1
catastroph,1
damag,1
last,1
attack,1
escort,1
forc,1
alli,1
drone,1
vice,1
facil,1
particip,1
send,1
save,1
command,1
kingdom,1
coalit,2
withdraw,1
britain,1
badli,1
