word,frequency
illeg,1
u,2
reduc,2
origin,1
state,4
point,1
deni,1
difficult,1
effect,1
fentanyl,5
overdos,1
tackl,1
control,1
fundament,1
000,1
china,3
relat,3
courier,1
synthet,1
illicit,1
member,1
via,1
smuggl,1
center,1
opioid,2
prevent,1
substanc,1
mostli,1
must,1
unit,4
suppli,1
yu,1
cannot,1
accord,1
much,1
record,1
death,1
enter,1
28,1
issu,1
said,1
drug,1
sourc,1
accus,1
enforc,1
offici,1
2017,1
say,1
diseas,1
demand,2
