word,frequency
polygami,1
monster,1
time,2
need,1
stand,1
involv,1
state,3
wipe,1
cartel,2
effect,1
clean,1
mexico,2
turf,1
will,1
abl,1
durazo,1
may,1
descend,1
war,2
secur,1
mormon,1
caught,1
readi,1
tradit,1
includ,1
lebaron,2
famili,2
help,2
get,1
persecut,1
late,1
unit,3
rival,1
minist,1
wrote,1
first,1
said,1
target,2
drug,2
quickli,1
request,1
job,1
tweet,1
face,1
mexican,1
alfonso,1
mistakenli,1
earth,1
crossfir,1
1800,1
fled,1
trump,1
wage,1
commun,1
