word,frequency
quot,1
attack,3
also,1
three,2
economi,1
milit,1
past,1
tourism,1
stab,1
archaeolog,1
state,2
group,2
tourist,4
foreign,1
site,2
swiss,1
peopl,2
run,1
medium,1
secur,1
hurt,1
arrest,1
popular,1
islam,2
includ,4
reli,1
canadian,1
four,1
wednesday,1
subdu,1
wound,1
kill,1
2016,1
eight,1
woman,1
jordanian,1
said,2
target,1
along,1
offici,2
guid,2
mexican,1
jordan,2
say,1
unnam,1
northern,1
lone,1
heavili,1
tour,2
report,2
14,1
policeman,1
