word,frequency
extort,2
agre,1
nation,1
mothbal,1
time,1
taken,1
ad,1
nuclear,3
yesterday,1
enrich,3
iran,3
hexafluorid,1
state,1
regim,2
escal,1
step,3
reflect,1
accept,1
back,1
un,1
call,1
suspens,1
latest,1
new,1
deal,1
thursday,1
engin,1
ga,1
iranian,1
secret,1
restrict,1
increas,1
pressur,1
centrifug,1
return,1
one,1
resum,1
plant,3
energi,1
uranium,3
pompeo,1
organ,1
intern,1
unit,1
feed,1
sanction,1
long,1
take,1
violenc,1
began,1
atom,1
intent,1
first,1
2015,1
commit,1
announc,1
lift,1
along,1
reject,1
fordow,1
seriou,2
terror,1
underground,1
commun,1
minut,1
