word,frequency
crimin,1
behalf,1
francisco,1
spi,1
1,1
allegedli,1
one,1
thousand,1
work,2
intern,1
twitter,6
behind,1
saudi,6
accord,1
complaint,1
salman,1
file,1
man,1
u,3
former,1
dissid,1
ahmad,1
charg,2
abouammo,1
third,1
two,2
togeth,1
wednesday,1
critic,2
said,2
system,1
agent,1
anderson,1
unseal,1
unmask,1
princ,1
today,1
attorney,1
almutairi,1
tie,1
washington,1
inform,1
bin,1
prosecutor,1
person,1
court,2
moham,1
justic,1
known,1
someon,1
detail,1
govern,1
offici,2
employe,2
ahm,1
report,1
ali,1
david,1
account,1
market,1
feder,1
mine,1
royal,4
alleg,1
citizen,2
user,2
depart,2
member,1
crown,1
design,1
famili,4
alzabarah,1
ownership,1
san,1
riyadh,1
announc,1
along,1
guid,1
unnam,1
post,1
