word,frequency
severodvinsk,1
winter,1
time,1
joint,1
rune,1
u,1
arctic,1
port,1
3,1
mechan,1
soft,1
militari,2
learn,1
soldier,1
troop,1
murmansk,1
000,1
increas,1
chagin,1
kirken,3
train,1
stage,1
freez,1
cold,1
russia,1
member,1
work,2
nikolai,1
ice,1
presenc,1
180,1
650,1
includ,1
third,1
shipyard,1
sun,1
2006,1
municip,1
conting,1
recent,1
town,3
sinc,1
nato,2
22,1
exercis,1
marin,2
fight,1
said,1
mayor,1
varang,1
russian,5
compani,1
soer,1
citi,1
norway,4
employe,1
northern,1
part,1
snow,1
rafaelsen,1
