word,frequency
five,1
heard,1
netherland,1
rebel,1
total,1
human,1
u,1
embassi,1
13,1
wit,1
congoles,1
voluntarili,1
ntaganda,2
becam,1
bosco,1
crimin,1
2013,1
termin,1
guilti,1
thursday,1
separ,1
capit,1
sexual,2
suspect,1
year,1
rwandan,1
war,2
ask,1
earlier,1
convict,3
person,1
icc,3
decid,1
ever,1
sentenc,2
help,1
kigali,1
court,2
intern,1
slaveri,2
judg,2
juli,1
found,1
first,2
base,1
chief,1
walk,1
count,1
septemb,1
victim,1
hagu,1
crime,3
surrend,1
sent,1
