word,frequency
2002,1
set,1
tri,1
highest,1
five,1
era,1
fighter,1
prevail,1
rebel,1
see,1
human,2
hand,1
saw,1
confirm,1
yesterday,1
13,1
jail,1
congoles,1
ntaganda,3
worst,1
bosco,1
crimin,1
termin,1
comfort,1
30,1
charg,1
spokesman,1
born,1
world,1
year,2
rwandan,1
sexual,1
relat,1
war,2
date,1
heaviest,1
convict,2
earlier,1
carri,1
enslav,1
icc,3
appeal,1
becom,1
ever,2
sentenc,2
penalti,1
court,2
intern,1
take,1
massacr,1
seri,1
pain,1
cannot,1
justic,1
first,1
46,1
chief,1
issu,1
count,1
tribun,1
victim,1
gruesom,1
crime,5
villag,1
