word,frequency
eu,1
far,1
gharib,2
tehran,1
countri,1
nuclear,2
describ,1
yesterday,1
involv,1
iran,3
abadi,2
hasti,1
inspector,3
deni,1
deepli,1
allow,1
un,1
back,2
accredit,1
deal,2
vienna,1
30,1
despit,1
incid,3
programm,1
investig,1
concern,1
progress,1
detain,1
leav,1
publicli,1
week,1
led,1
ever,1
summon,1
sanction,1
cancel,1
ongo,1
aim,1
rein,1
woman,1
2015,1
said,2
implement,1
commit,1
left,1
relief,1
monitor,1
comment,1
watchdog,1
scale,1
octob,1
say,1
exchang,1
iaea,1
landmark,1
last,1
