word,frequency
account,1
devast,1
jamal,1
man,1
seattl,1
human,1
u,2
almutairi,1
western,1
arabia,3
part,1
royal,1
iran,1
involv,1
washington,1
payment,1
former,1
spi,1
charg,1
key,1
abouammo,2
alli,1
year,1
yemen,1
user,1
war,1
arrest,1
depart,1
act,1
includ,1
earli,1
third,1
dig,1
famili,1
right,1
two,2
data,1
khashoggi,1
murder,1
twitter,3
go,1
wednesday,1
saudi,6
accord,2
critic,2
record,1
complaint,2
2015,1
confront,1
said,1
intens,1
kingdom,1
privat,1
access,1
govern,1
offici,1
promin,1
accus,1
face,2
employe,2
exchang,1
give,1
file,1
repeatedli,1
journalist,1
last,1
