word,frequency
0,1
lead,1
time,1
seiz,1
bevin,1
u,2
seen,1
execut,1
beshear,2
gave,1
elect,2
state,5
donald,1
bbc,1
claim,1
control,1
kentucki,2
year,1
final,1
presidenti,1
democrat,2
extrem,1
victori,1
legislatur,1
meanwhil,1
result,1
4,1
head,1
matt,1
blow,1
20,1
gain,1
made,1
2016,1
incumb,1
first,1
said,1
presid,1
govern,2
report,1
danger,1
republican,1
virginia,1
branch,1
trump,2
full,1
governor,2
